"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Enterocolitis due to Clostridium difficile"	"A04.7"	78	3389202	2.3
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	22	3389202	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	12	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	11	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Septicaemia, unspecified"	"A41.9"	545	3389202	16.1
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Chronic viral hepatitis C"	"B18.2"	75	3389202	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	12	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	15	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	10	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	36	3389202	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	150	3389202	4.4
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	94	3389202	2.8
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	509	3389202	15.0
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of rectosigmoid junction"	"C19"	45	3389202	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of rectum"	"C20"	85	3389202	2.5
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	82	3389202	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	40	3389202	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	112	3389202	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of gallbladder"	"C23"	18	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	10	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	462	3389202	13.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	49	3389202	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	2684	3389202	79.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	17	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	166	3389202	4.9
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	11	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	19	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	41	3389202	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	41	3389202	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	463	3389202	13.7
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of vagina"	"C52"	15	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	44	3389202	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Endometrium - Malignant neoplasms"	"C54.1"	36	3389202	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of uterus, part unspecified"	"C55"	23	3389202	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of ovary"	"C56"	231	3389202	6.8
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of prostate"	"C61"	311	3389202	9.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	155	3389202	4.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	159	3389202	4.7
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	230	3389202	6.8
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm of thyroid gland"	"C73"	21	3389202	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Head, face and neck - Malignant neoplasms"	"C76.0"	14	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	26	3389202	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	13	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	55	3389202	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasm without specification of site"	"C80"	374	3389202	11.0
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Hodgkin disease, unspecified"	"C81.9"	16	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	13	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	15	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	24	3389202	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	211	3389202	6.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	116	3389202	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	12	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	73	3389202	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	114	3389202	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	12	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	33	3389202	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	65	3389202	1.9
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	46	3389202	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	32	3389202	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	70	3389202	2.1
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	21	3389202	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Aplastic anaemia, unspecified"	"D61.9"	13	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Anaemia, unspecified"	"D64.9"	36	3389202	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	10	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Coagulation defect, unspecified"	"D68.9"	17	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Agranulocytosis"	"D70"	10	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Hypothyroidism, unspecified"	"E03.9"	14	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	32	3389202	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	10	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	134	3389202	4.0
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	17	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	22	3389202	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified diabetes mellitus, without complications"	"E14.9"	476	3389202	14.0
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified severe protein-energy malnutrition"	"E43"	15	3389202	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	"Unspecified protein-energy malnutrition"	"E46"	32	3389202	0.9
