"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Enterocolitis due to Clostridium difficile"	"A04.7"	39	3229712	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	14	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	15	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Septicaemia, unspecified"	"A41.9"	499	3229712	15.5
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Bacterial infection, unspecified"	"A49.9"	11	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Acute hepatitis C"	"B17.1"	54	3229712	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	14	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	10	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	14	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	38	3229712	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	132	3229712	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	120	3229712	3.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	524	3229712	16.2
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of rectosigmoid junction"	"C19"	20	3229712	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of rectum"	"C20"	65	3229712	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	54	3229712	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	30	3229712	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	132	3229712	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of gallbladder"	"C23"	18	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	376	3229712	11.6
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	44	3229712	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	2383	3229712	73.8
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	11	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	120	3229712	3.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	11	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	25	3229712	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	24	3229712	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	520	3229712	16.1
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	12	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	41	3229712	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Endometrium - Malignant neoplasms"	"C54.1"	25	3229712	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of uterus, part unspecified"	"C55"	28	3229712	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of ovary"	"C56"	202	3229712	6.3
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of prostate"	"C61"	355	3229712	11.0
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	139	3229712	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	144	3229712	4.5
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	183	3229712	5.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm of thyroid gland"	"C73"	13	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Head, face and neck - Malignant neoplasms"	"C76.0"	33	3229712	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Abdomen - Malignant neoplasms"	"C76.2"	11	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	21	3229712	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	13	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Malignant neoplasm without specification of site"	"C80"	503	3229712	15.6
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Hodgkin disease, unspecified"	"C81.9"	18	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	21	3229712	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	11	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	10	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	258	3229712	8.0
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	143	3229712	4.4
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	10	3229712	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	77	3229712	2.4
