"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Enterocolitis due to Clostridium difficile"	"A04.7"	58	3366536	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	21	3366536	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	15	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Septicaemia, unspecified"	"A41.9"	569	3366536	16.9
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Chronic viral hepatitis C"	"B18.2"	75	3366536	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	17	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	10	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	24	3366536	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	13	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of parotid gland"	"C07"	10	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	42	3366536	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	157	3366536	4.7
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	110	3366536	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	554	3366536	16.5
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of rectosigmoid junction"	"C19"	49	3366536	1.5
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of rectum"	"C20"	80	3366536	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	68	3366536	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	40	3366536	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	115	3366536	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of gallbladder"	"C23"	29	3366536	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	430	3366536	12.8
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	49	3366536	1.5
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	2536	3366536	75.3
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	10	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	134	3366536	4.0
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	17	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	22	3366536	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	19	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	37	3366536	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	491	3366536	14.6
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	11	3366536	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	54	3366536	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Endometrium - Malignant neoplasms"	"C54.1"	39	3366536	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of uterus, part unspecified"	"C55"	32	3366536	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of ovary"	"C56"	219	3366536	6.5
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of prostate"	"C61"	331	3366536	9.8
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	155	3366536	4.6
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	155	3366536	4.6
	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	206	3366536	6.1
