"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Enterocolitis due to Clostridium difficile"	"A04.7"	23	3225628	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	10	3225628	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	19	3225628	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Septicaemia, unspecified"	"A41.9"	471	3225628	14.6
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Acute hepatitis C"	"B17.1"	43	3225628	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	11	3225628	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	11	3225628	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	13	3225628	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	15	3225628	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	26	3225628	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	132	3225628	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	107	3225628	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	520	3225628	16.1
